Company,Date Posted,Job Category,Job_Description,Location,Title
"Level One Personnel, Inc.",9/15/2016,Restaurant,"Details for Job Order Number 34838 Job Title Bartender/ Server Locations Laurel, Maryland Job Type Direct Start Date 10/3/16 End Date Status Active Candidates Sought 1 Still Needed 1 Skills   Bartender/ Server A local entertainment company is looking for experienced Bartenders and Servers to join th ...","Laurel, MD",Bartender/ Server
"Level One Personnel, Inc.",9/15/2016,Restaurant,"Details for Job Order Number 34839 Job Title Busser Locations Laurel, Maryland Job Type Direct Start Date 10/3/16 End Date Status Active Candidates Sought 1 Still Needed 1 Skills   Busser A local entertainment company is looking for bussers to join their team on a permanent , full time basis at thei ...","Laurel, MD",Busser
"Level One Personnel, Inc.",9/15/2016,Retail,"Details for Job Order Number 34840 Job Title Concession Worker Locations Laurel, Maryland Job Type Direct Start Date 10/3/16 End Date Status Active Candidates Sought 1 Still Needed 1 Skills   Concession Worker A local entertainment company is looking for concession workers to join their team on a pe ...","Laurel, MD",Concession Worker
"Level One Personnel, Inc.",9/15/2016,Restaurant,"A Line Cook is responsible for food preparation specifically related to the station that they are working, as well as assisting other stations as needed. The position demands the ability to work effectively and neatly in a fast paced environment. ESSENTIAL DUTIES AND RESPONSIBILITIES include the fol ...","Laurel, MD",Line Cook
"Level One Personnel, Inc.",9/15/2016,Restaurant,"A Prep Cook is responsible for food preparation as delegated by the supervisor. The position demands the ability to handle food properly, adequate knife skills and food knowledge and the ability to prepare food in large quantities at a quick and efficient pace. ESSENTIAL DUTIES AND RESPONSIBILITIES  ...","Laurel, MD",Prep Cook
"Level One Personnel, Inc.",9/15/2016,Retail,"Details for Job Order Number 34843 Job Title Short Order Cook/Cashier Locations Laurel, Maryland Job Type Direct Start Date 10/3/16 End Date Status Active Candidates Sought 1 Still Needed 1 Skills   Short Order Cook/Cashier A local entertainment company is looking for an experienced Short Order Cook ...","Laurel, MD",Short Order Cook/Cashier
Unidine Corporation,9/14/2016,Restaurant,"Unidine is a culinary services management company driven by a culture of ""Fresh Thinking,"" and we take a fresh approach to customized culinary experiences. We create authentic food from scratch using fresh responsibly sourced, seasonal ingredients and culinary creativity. We are guided by environmen ...","Eldersburg, MD",Executive Chef
Nordstrom,9/14/2016,Restaurant,"Line/Prep Cook The Fashion Centre at Pentagon City Line/Prep Cook The Fashion Centre at Pentagon City (262754) For employment consideration, only one application is necessary. Please apply only to the one position you are primarily interested in pursuing. Nordstrom is a fashion specialty retailer th ...","Arlington, VA",Line/Prep Cook - The Fashion Centre at Pentagon City
Bob Evans Farms,9/14/2016,Retail,"As a Kitchen Prep your job is critical to the smooth operation of the restaurant both in supplying the needed food items and in keeping the kitchen organized during the day. You will assist in thawing, baking and preparing food items to meet daily business needs. Cooks some food items by following s ...","Waldorf, MD",KITCHEN PREPARATION
Interstate Hotels & Resorts,9/14/2016,Restaurant,"You bring the dishes that the chef creates to life. The chef relies on you to ""get it right"" and you take pride in making it happen. The bustle and sometimes intensity of the kitchen energizes you. You understand the importance of staying within budget and know exactly how much to prep. You also und ...","Arlington, VA",Cook I
McDonald's Corporation,9/14/2016,Retail,"crew Opportunities Description / Requirements It's time you worked for someone who will give you the tools to learn, grow and be what you want to be both personally and professionally. We're looking for hard working, enthusiastic individuals who want to be a part of a winning team. If you enjoy work ...","Silver Spring, MD",Crew - All shifts
"P.F. Chang's China Bistro, Inc...",9/14/2016,Restaurant,"Your success is our success! At P.F. Chang's we know that we can't continue to grow and succeed without people with talent, passion and vision. That's why we're looking for someone like you. When you take charge as a Restaurant Manager you are responsible for the selection, development and performan ...","Towson, MD",Restaurant Manager
Compass Group,9/13/2016,Retail,"Sr. Executive Chef in Falls Church, VA This is an exciting opportunity for an energetic, entrepreneurial Culinary professional who is constantly seeking a better way to conduct business. This key leadership position is directly responsible for the successful operation of the Culinary Department in a ...","Falls Church, VA","SENIOR EXECUTIVE CHEF / FALLS CHURCH, VA Job"
Compass Group,9/13/2016,Retail,"Train, manage, and develop hourly associates. Assist with catering events. Roll out new culinary programs in conjunction with Eurest marketing and culinary team. Qualifications BS degree in Hospitality or Culinary degree preferred. Two plus years of previous management or supervisory experience. Pre ...","Hunt Valley, MD",FRONT OF THE HOUSE ASSISTANT MANAGER - BUSINESS DINING - POT...
Compass Group,9/13/2016,Retail,"Full culinary management of food service operation to include inventory, ordering and receiving. Good knowledge of food and catering trends with a focus on quality, production, sanitation, food cost controls, and presentation. Knowledge of P&L; accountability and contract managed service experience i ...","Westminster, MD","CHEF MANAGER / Westminster, MD Job"
Compass Group,9/13/2016,Retail,"This is an exciting opportunity for an energetic, entrepreneurial Culinary professional who is constantly seeking a better way to conduct business. This hands on leadership position is directly responsible for the successful operation of the Culinary Department in an Acute Care Hospital. The Sous Ch ...","Washington, DC; Virginia Beach, VA","SOUS CHEF - D.C./ NORTHERN, VA METRO AREA Job"
Compass Group,9/13/2016,Retail,"This is an exciting opportunity for an energetic, entrepreneurial Culinary professional who is constantly seeking a better way to conduct business. This hands on leadership position is directly responsible for the successful operation of the Culinary Department in an Acute Care Hospital. The Sous Ch ...","Washington, DC","SOUS CHEF - WASHINGTON, DC Job"
Compass Group,9/13/2016,Retail,"A Fresh Approach To Great Results. Charlotte based Compass Group North America is the leader in foodservice management and support services. By combining fresh ideas with the industry’s greatest talent, we continue to set the standards for food and service excellence. Our vision for success is ...","Washington, DC","EXECUTIVE CHEF / WASHINGTON, DC Job"
Army Installation Management C...,9/13/2016,Restaurant,"Note to applicants Please include name and contact information for two (2) professional references in your resume and/or DA Form 3433 application when applying for jobs. The IMCOM G 9 mission is to create and maintain ""FIRST CHOICE"" MWR products and services for America's Army, essential to a ready, ...","Aberdeen Proving Ground, MD","Food Service Worker, NA-02"
Army Installation Management C...,9/13/2016,Restaurant,"Note to applicants Please include name and contact information for at least two (2) professional references in your resume and/or DA Form 3433 application when applying for jobs The IMCOM G 9 mission is to create and maintain ""FIRST CHOICE"" MWR programs and services for America's Army, essential to  ...","Aberdeen Proving Ground, MD","Waiter (Trainee), NA-01, (DEVELOPMENTAL to NA-03)"
Maryland Live! Casino,9/13/2016,Restaurant,SCOPE AND MAIN PURPOSE OF JOB Let's Get the Party Started...and keep it going! Responsible and accountable for all aspects of alcoholic and non alcoholic beverages sales and service at bar outlets throughout the casino. Ensure consistent quality of products. Prepares and serves beverages with a sens ...,"Hanover, MD",Live! Party Starter Bartender
Maryland Live! Casino,9/13/2016,Retail,Assists with the development and managing of the budget for the beverage department. Supervises programs and processes to reduce and control loss time injuries. Schedules staffing levels to maintain budgeted levels employment and at the level to ensure a positive gaming experience by the guests of M ...,"Hanover, MD",Beverage/Bar Supervisor
Maryland Live! Casino,9/13/2016,Restaurant,"About Us and our F&B; Service Culture In Food and Beverage, we sincerely embrace the communities and cultures where we live, appreciate the values diversity brings, actively learn from others, and in turn, warmly share our knowledge and experiences with colleagues and guests.  We highly value and sho ...","Hanover, MD",Bartender
Maryland Live! Casino,9/13/2016,Retail,"About Us and our F&B; Service Culture  In Food and Beverage, we sincerely embrace the communities and cultures where we live, appreciate the values diversity brings, actively learn from others, and in turn, warmly share our knowledge and experiences with colleagues and guests. We highly value and sho ...","Hanover, MD",Barback
"P.F. Chang's China Bistro, Inc...",9/13/2016,Restaurant,"Your talent brings our vision to life! As Sous Chef, you will be a primary ""go to"" for the kitchen staff. That means you have to be available to your team while staying on top of the functions and flow of the back of the house. You'll work alongside at least one other Sous Chef while reporting to th ...","Fairfax, VA",Sous Chef / Kitchen Manager
"P.F. Chang's China Bistro, Inc...",9/13/2016,Restaurant,"Your success is our success! At P.F. Chang's we know that we can't continue to grow and succeed without people with talent, passion and vision. That's why we're looking for someone like you. When you take charge as a Restaurant Manager you are responsible for the selection, development and performan ...","Baltimore, MD",Restaurant Manager
"P.F. Chang's China Bistro, Inc...",9/13/2016,Restaurant,"Your success is our success! At P.F. Chang's we know that we can't continue to grow and succeed without people with talent, passion and vision. That's why we're looking for someone like you. When you take charge as a Restaurant Manager you are responsible for the selection, development and performan ...","Annapolis, MD",Restaurant Manager
SUPERVALU,9/13/2016,Restaurant,"Night Grocery Clerk SHOPPERS Food & Pharmacy (Millersville Maryland) Night Grocery Clerk SHOPPERS Food & Pharmacy (Millersville Maryland) (79135) PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and build displays as required for daily sales and to ensure a positi ...","Millersville, MD",Night Grocery Clerk - SHOPPERS Food & Pharmacy (Millersville...
SUPERVALU,9/13/2016,Restaurant,"Night Clerk SHOPPERS Food & Pharmacy (Perring Plaza Baltimore) Night Clerk SHOPPERS Food & Pharmacy (Perring Plaza Baltimore) (79114) Night Clerk PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and build displays as required for daily sales and to ensure a positi ...","Baltimore, MD",Night Clerk - SHOPPERS Food & Pharmacy (Perring Plaza Baltim...
SUPERVALU,9/13/2016,Restaurant,"Grocery Clerk SHOPPERS Food & Pharmacy (Liberty Road Maryland) Grocery Clerk SHOPPERS Food & Pharmacy (Liberty Road Maryland) (79106) POSITION TITLE Grocery Stocker ,Grocery Clerk ACCOUNTABLE TO Grocery Manager PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and  ...","Baltimore, MD",Grocery Clerk - SHOPPERS Food & Pharmacy (Liberty Road - Mar...
SUPERVALU,9/13/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Millersville, MD",Deli Clerk - SHOPPERS Food & Pharmacy (Millersville - Maryla...
SUPERVALU,9/13/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Baltimore, MD",Deli Clerk - SHOPPERS Food & Pharmacy (Liberty Road - Maryla...
SUPERVALU,9/13/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Baltimore, MD",Deli - SHOPPERS Food & Pharmacy (Smith Avenue - Maryland)
SUPERVALU,9/13/2016,Retail,Cashier SHOPPERS Food & Pharmacy (Smith Avenue Maryland) Cashier SHOPPERS Food & Pharmacy (Smith Avenue Maryland) (79147) Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job R ...,"Baltimore, MD",Cashier - SHOPPERS Food & Pharmacy (Smith Avenue - Maryland)
SUPERVALU,9/13/2016,Retail,Cashier SHOPPERS Food & Pharmacy (Jumpers Maryland) Cashier SHOPPERS Food & Pharmacy (Jumpers Maryland) (79136) Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job Responsibil ...,"Pasadena, MD",Cashier - SHOPPERS Food & Pharmacy (Jumpers - Maryland)
SUPERVALU,9/13/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Baltimore, MD",Bakery Clerk - SHOPPERS Food & Pharmacy (Smith Avenue - Mary...
"Books-A-Million, Inc.",9/13/2016,Restaurant,"Cafe Barista Waldorf (1100550) Books A Million, Inc. is one of the nation's leading book retailers and sells on the Internet at . The Company presently operates over 250 stores in 31 states and the District of Columbia. The Company operates large superstores under the names Books A Million, Books &  ...","Waldorf, MD",Cafe Barista - Waldorf
Unidine Corporation,9/12/2016,Restaurant,"Unidine is a culinary services management company driven by a culture of ""Fresh Thinking,"" and we take a fresh approach to customized culinary experiences. We create authentic food from scratch using fresh responsibly sourced, seasonal ingredients and culinary creativity. We are guided by environmen ...","Arlington, VA",Dining Services Director
Stella Maris,9/12/2016,Restaurant,"1 3 years 3 5 years To facilitate the service of meals to residents and ensure adequate dining satisfaction. JOB RESPONSIBILITIES Delivers, serves and retrieves prepared food accurately and in a timely manner, following department procedures. Makes corrections/substitutions as needed. Cleans and san ...","Timonium, MD",Dining Services Assistant / Food Service Worker
Bob Evans Farms,9/12/2016,Retail,"As a Kitchen Prep your job is critical to the smooth operation of the restaurant both in supplying the needed food items and in keeping the kitchen organized during the day. You will assist in thawing, baking and preparing food items to meet daily business needs. Cooks some food items by following s ...","Eldersburg, MD",KITCHEN PREPARATION
Maryland Live! Casino,9/9/2016,Restaurant,"Set up event space in a timely and safe fashion according to instructions/details outlined on Banquet Event Orders (BEOs) and floor plans; chairs, tables, linen, displays, etc. Refresh meeting rooms during scheduled breaks or upon request Breakdown and clean up of event space in a timely and safe fa ...","Hanover, MD",Banquet Houseman (Casual On-Call)
Maryland Live! Casino,9/9/2016,Restaurant,"About Us and our F&B; Service Culture In Food and Beverage, we sincerely embrace the communities and cultures where we live, appreciate the values diversity brings, actively learn from others, and in turn, warmly share our knowledge and experiences with colleagues and guests.  We highly value and sho ...","Hanover, MD",Asian Restaurant Greeter/Hostess (Sushi) Full-Time
"P.F. Chang's China Bistro, Inc...",9/9/2016,Restaurant,"Our success continues with you! Our concept is culinary driven. That means your role is absolutely vital to our success. We provide the freshest ingredients, the cleanest kitchens, top of the line equipment, and standards of operation that are simply unmatched in our industry. But it takes your tale ...","Chevy Chase, MD",Executive Chef
SUPERVALU,9/9/2016,Restaurant,"Night Clerk SHOPPERS Food & Pharmacy (Largo MD) Night Clerk SHOPPERS Food & Pharmacy (Largo MD) (78923) Night Clerk PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and build displays as required for daily sales and to ensure a positive shopping experience for cus ...","Largo, MD",Night Clerk - SHOPPERS Food & Pharmacy (Largo MD)
SUPERVALU,9/9/2016,Restaurant,"Night Clerk SHOPPERS Food & Pharmacy (Forestville MD) Night Clerk SHOPPERS Food & Pharmacy (Forestville MD) (78920) PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and build displays as required for daily sales and to ensure a positive shopping experience for cus ...","Forestville, MD",Night Clerk - SHOPPERS Food & Pharmacy (Forestville - MD)
SUPERVALU,9/9/2016,Retail,Cashier SHOPPERS Food & Pharmacy (Laurel MD) Cashier SHOPPERS Food & Pharmacy (Laurel MD) (78925) Cashier Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job Responsibilities  ...,"Laurel, MD",Cashier - SHOPPERS Food & Pharmacy (Laurel MD)
Rosewood Hotels & Resorts,9/9/2016,Restaurant,"OVERVIEW/BASIC FUNCTIONS To create a memorable dining experience for our guest and members. Bartenders are responsible for the set up and and up keep of the bar during scheduled shifts, attending to all needs of our guests that join us at The Rye Bar.  Job Requirements QUALIFICATIONS Essential At le ...","Washington, DC",Bartender
Ritz-Carlton Hotels & Resorts,9/8/2016,Retail,"Complete closing duties, including storing all reusable goods, breaking down goods, cleaning all equipment and areas, returning equipment to proper locations, locking refrigerators, restocking items, turning off lights, locking doors, and completing daily cleaning checklist. Set up, stock, and maint ...","Washington, DC",Runner-Quadrant Bar & Lounge
ClubCorp,9/8/2016,Restaurant,"The Cook is responsible for ensuring the highest quality of culinary services for our Members and guests. This Employee Partner supports a la carte and private event food production. In addition, s/he maintains consistent food preparation and plate presentation for a la carte venues and catered even ...","Washington, DC",Cook
ClubCorp,9/8/2016,Restaurant,"Responsible for duties such as dishes, cleanliness of kitchen, food preparation, organization, sanitation, and production of food items, as well as closing and storage for individual work station as needed. Must sweep and mop kitchen floors, walk ins, storerooms, employee locker room and chef's offi ...","Washington, DC",Dishwasher
Daily Grill,9/7/2016,Retail,"Daily Grill Greet Guests entering restaurant Seat Guests entering the restaurant Ensures that each table has an assigned Server Thank, and say Good Bye to departing Guests Create a wait list when necessary Check menus for cleanliness Ensure that there are enough menus for the shift Clean front windo ...","Washington, DC",Host/Hostess - Georgetown
Bob Evans Farms,9/7/2016,Retail,"You’ve shared a table with us NOW LET US SHARE A REWARDING CAREER WITH YOU! When you join Bob Evans Farms, you’re joining a trustworthy and socially responsible organization that recognizes people are our greatest asset. And in our restaurants, you’ll have an opportunity to grow wi ...","York, PA",GRILL COOK
Maryland Live! Casino,9/7/2016,Transportation Services,"About Us and our F&B; Service Culture In Food and Beverage, we sincerely embrace the communities and cultures where we live, appreciate the values diversity brings, actively learn from others, and in turn, warmly share our knowledge and experiences with colleagues and guests. We highly value and show ...","Hanover, MD",Steward
SUPERVALU,9/6/2016,Restaurant,"Performs display building as assigned Prepares location according to instruction and cuts, stocks and faces display product Assists in completing grocery order as assigned Performs clean up of sales floor and back room as necessary Picks up/compacts cardboard, stacks pallets, cleans up spills, store ...","Oxon Hill, MD",Night Clerk - SHOPPERS Food & Pharmacy (Oxon Hill MD)
SUPERVALU,9/6/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Olney, MD",Courtesy Clerk - SHOPPERS Food & Pharmacy (Olney - MD)
Barnes & Noble College Booksel...,9/6/2016,Retail,"Bookseller Cafe Part Time Position Barnes & Noble College creates welcoming, in store cafes, serving high quality coffee, beverages and food, where students can meet, relax, read and study. As a Barista, you will interact directly with customers by providing outstanding and courteous service, prepar ...","Springfield, VA",Bookseller - Cafe - Part Time
McDonald's Corporation,9/6/2016,Retail,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. But some managers also lead Departments. These managers' responsibilities may include managing assigned Systems, like Training, Food Safet ...","Reston, VA",Department Manager - All shifts
McDonald's Corporation,9/6/2016,Retail,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. A Shift Manager provides leadership to crew and other managers during a shift to ensure great Quality, Service and Cleanliness to customer ...","Reston, VA",Shift manager - All shifts
Unidine Corporation,9/5/2016,Retail,"Unidine is a culinary services management company driven by a culture of ""Fresh Thinking,"" and we take a fresh approach to customized culinary experiences. We create authentic food from scratch using fresh responsibly sourced, seasonal ingredients and culinary creativity. We are guided by environmen ...","Baltimore, MD",Diet Aide
SHAKE SHACK,9/5/2016,Restaurant,"Have fun and work hard! As a Shack Team Member, you will learn as you grow – training on every aspect of the operation and progressing in responsibility and pay. You will acquire various certifications along the way and will gain skills and experience to help you contribute to your success and ...","Arlington, VA",Shake Shack Restaurant Team Member (Hospitality Food Service...
SHAKE SHACK,9/5/2016,Restaurant,"As a Restaurant Manager, you will be responsible for helping to lead and drive the daily operations of your Shake Shack location. You will manage the kitchen and dining room to ensure a positive guest experience. You will oversee all hourly team members and will be responsible for all administrative ...","Washington, DC",Shake Shack Restaurant Manager (Restaurant Management)
SHAKE SHACK,9/5/2016,Restaurant,"As a Restaurant Manager, you will be responsible for helping to lead and drive the daily operations of your Shake Shack location. You will manage the kitchen and dining room to ensure a positive guest experience. You will oversee all hourly team members and will be responsible for all administrative ...","Oxon Hill, MD",Shake Shack Restaurant Manager (Restaurant Management)
McDonald's Corporation,9/4/2016,Retail,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. A Shift Manager provides leadership to crew and other managers during a shift to ensure great Quality, Service and Cleanliness to customer ...","Arlington, VA",Shift manager - All shifts
McDonald's Corporation,9/4/2016,Retail,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. But some managers also lead Departments. These managers' responsibilities may include managing assigned Systems, like Training, Food Safet ...","Arlington, VA",Department Manager - All shifts
McDonald's Corporation,9/4/2016,Retail,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. A Shift Manager provides leadership to crew and other managers during a shift to ensure great Quality, Service and Cleanliness to customer ...","Riverdale, MD",Shift manager - All shifts
McDonald's Corporation,9/4/2016,Retail,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. But some managers also lead Departments. These managers' responsibilities may include managing assigned Systems, like Training, Food Safet ...","Riverdale, MD",Department Manager - All shifts
Brinker International,9/3/2016,Restaurant,"Chili's Grill & Bar, Restaurant Manager Frederick MD Chesapeake Foods Chili's Franchise READ JOB DESCRIPTION (002PYF) WE ARE NOW HIRING EXPERIENCED RESTAURANT MANAGERS For Chesapeake Foods, a Franchise Partner of Brinker International Restaurants  Spice Up Your Career, Come Sizzle With Us And Pepper ...","Frederick, MD","Chili's Grill & Bar, Restaurant Manager - Frederick MD- Ches..."
Brinker International,9/3/2016,Restaurant,"Chili's Grill & Bar, Restaurant Manager Vienna, VA Chesapeake Foods Chili's Franchise READ JOB DESCRIPTION (002PY5) WE ARE NOW HIRING EXPERIENCED RESTAURANT MANAGERS For Chesapeake Foods, a Franchise Partner of Brinker International Restaurants  Spice Up Your Career, Come Sizzle With Us And Pepper I ...","Vienna, VA","Chili's Grill & Bar, Restaurant Manager - Vienna, VA - Chesa..."
Brinker International,9/3/2016,Restaurant,"Chili's Grill & Bar, Restaurant Manager Waldorf, MD Chesapeake Foods Chili's Franchise READ JOB DESCRIPTION (002PY8) WE ARE NOW HIRING EXPERIENCED RESTAURANT MANAGERS For Chesapeake Foods, a Franchise Partner of Brinker International Restaurants  Spice Up Your Career, Come Sizzle With Us And Pepper  ...","Waldorf, MD","Chili's Grill & Bar, Restaurant Manager - Waldorf, MD - Ches..."
Brinker International,9/3/2016,Restaurant,"Chili's Grill & Bar, Restaurant Manager Bowie, MD Chesapeake Foods Chili's Franchise READ JOB DESCRIPTION (002PY9) WE ARE NOW HIRING EXPERIENCED RESTAURANT MANAGERS For Chesapeake Foods, a Franchise Partner of Brinker International Restaurants  Spice Up Your Career, Come Sizzle With Us And Pepper In ...","Bowie, MD","Chili's Grill & Bar, Restaurant Manager - Bowie, MD - Chesap..."
Brinker International,9/3/2016,Restaurant,"Chili's Grill & Bar, Restaurant Manager Arlington, VA Chesapeake Foods Chili's Franchise READ JOB DESCRIPTION (002PYA) WE ARE NOW HIRING EXPERIENCED RESTAURANT MANAGERS For Chesapeake Foods, a Franchise Partner of Brinker International Restaurants  Spice Up Your Career, Come Sizzle With Us And Peppe ...","Arlington, VA","Chili's Grill & Bar, Restaurant Manager - Arlington, VA- Che..."
Brinker International,9/3/2016,Restaurant,"Chili's Grill & Bar, Restaurant Manager Sterling, VA Chesapeake Foods Chili's Franchise READ JOB DESCRIPTION (002PYC) WE ARE NOW HIRING EXPERIENCED RESTAURANT MANAGERS For Chesapeake Foods, a Franchise Partner of Brinker International Restaurants  Spice Up Your Career, Come Sizzle With Us And Pepper ...","Sterling, VA","Chili's Grill & Bar, Restaurant Manager - Sterling, VA- Ches..."
Brinker International,9/3/2016,Restaurant,"Chili's Grill & Bar, Restaurant Manager Linthicum, MD Chesapeake Foods Chili's Franchise READ JOB DESCRIPTION (002PYE) WE ARE NOW HIRING EXPERIENCED RESTAURANT MANAGERS For Chesapeake Foods, a Franchise Partner of Brinker International Restaurants  Spice Up Your Career, Come Sizzle With Us And Peppe ...","Linthicum, MD","Chili's Grill & Bar, Restaurant Manager - Linthicum, MD- Che..."
Sodexo,9/2/2016,Retail,"Maintains food quality and customer service in a cash handling retail food operation that includes branded concepts, in house formats and signature designs. May assume General Manager's (GM) responsibilities and authority in his/her absence. Assists in maintenance of cash control and payroll records ...","Stevenson, MD",Retail Manager 1
Stock Building Supply,9/2/2016,Retail,Making sales or obtaining orders and contracts for assigned accounts and new accounts in current and emerging markets. Coordinate sales of these assigned accounts by monitoring product and delivery needs. Acts as a subject matter expert in the market to sell with maximum profit and ensure complete p ...,"Alexandria, VA",Kitchen/Cabinets Specialist
SUPERVALU,9/2/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Takoma Park, MD",Deli Clerk - SHOPPERS Food & Pharmacy (Takoma Park MD)
SUPERVALU,9/2/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Clinton, MD",Courtesy Clerk - SHOPPERS Food & Pharmacy (Clinton MD)
SUPERVALU,9/2/2016,Retail,Cashier SHOPPERS Food & Pharmacy (Clinton MD) Cashier SHOPPERS Food & Pharmacy (Clinton MD) (78697) Cashier Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job Responsibilitie ...,"Clinton, MD",Cashier - SHOPPERS Food & Pharmacy (Clinton MD)
Pei Wei Asian Diner,9/2/2016,Retail,"Job Description  
 Our Prep Cooks, Line Cooks, Wok Cooks, Dishwashers and Key Hourly Supervisors make up our amazing group of Kitchen Team Members. 
 Become part of a team where cooking fresh, delicious Asian food in minutes is
 our specialty. Speed and quality are best friends here at P ...","Herndon, VA",Cooks and Dishwashers
Rosewood Hotels & Resorts,9/2/2016,Restaurant,"OVERVIEW/BASIC FUNCTION Take food and beverage orders, retrieve and serve alcoholic/non alcoholic beverages and food orders to guest tables according to hotel specifications, courteously and efficiently. Collect payments. Assist in the maintenance of the restaurant area and equipment. Maintain luxur ...","Washington, DC",AM Restaurant Server
Rosewood Hotels & Resorts,9/2/2016,Restaurant,"OVERVIEW/BASIC FUNCTION Clear tables as needed. Reset with proper linen, china, silver and glassware. Provide water and bread throughout the meal to the guest. Complete opening and closing sidework. Provide quick and attentive assistance to any mishap in the restaurant. Keep work area neat and clean ...","Washington, DC",AM Restaurant Server Assistant
SL Wellspring LLC,9/2/2016,Restaurant,"Provides quick, efficient, pleasant delivery of food to resident and guests ensuring the quality standards of food and service are being delivered to the table. This position reports to the Dining Services Manager or any other staff person assigned by the Dining Services Director. Essential Function ...","Owings Mills, MD",Server
"P.F. Chang's China Bistro, Inc...",9/2/2016,Restaurant,"Become a part of our culinary team where preparing delicious Asian inspired cuisine in a vibrant bistro atmosphere is our specialty. At P.F. Chang's you'll work with the freshest ingredients, boldest flavors, cleanest kitchens and top of the line equipment to provide an exceptional culinary experien ...","Fairfax, VA",Cook
"P.F. Chang's China Bistro, Inc...",9/2/2016,Restaurant,Become a part of the engine that makes our restaurants run. A dishwasher at P.F. Chang's works in the cleanest kitchens and uses top of the line equipment. Many of our best chefs started out as dishwashers. So if you're interested in a culinary career this is a great place to start. Requirements Wha ...,"Fairfax, VA",Dishwasher
"P.F. Chang's China Bistro, Inc...",9/2/2016,Restaurant,"Become part of our hospitality team where serving delicious Asian inspired cuisine in a vibrant bistro atmosphere is our specialty. From welcoming and engaging our guests to keeping things organized and clean, our hospitality team members take pride in providing exceptional service to every guest, e ...","Fairfax, VA",Server
"P.F. Chang's China Bistro, Inc...",9/2/2016,Retail,"Become part of our hospitality team where serving delicious Asian inspired cuisine in a vibrant bistro atmosphere is our specialty. From welcoming and engaging our guests to keeping things organized and clean, our hospitality team members take pride in providing exceptional service to every guest, e ...","Fairfax, VA",Host / Hostess
LifeTime Fitness,9/1/2016,Restaurant,"Follow recipes to ensure consistency, freshness, and quality of ingredients Partner with Manager on Duty regarding utilization of daily prep sheets and receiving orders from vendors Work directly with Department Head to maintain and adjust established pars Support front line team members on food lin ...","Rockville, MD",LifeCafe Prep Cook
The Westin,8/30/2016,Restaurant,"The Banquet Houseperson in responsible for the set up, refresh, tear down and maintenance of all meeting space. DUTIES & FUNCTIONS  Fundamental Requirements Employees must at all times be attentive, friendly, helpful, and courteous to all guests, managers and fellow employees. Ensure the correct and ...","Gaithersburg, MD",Banquet Houseperson
